game_id,season,team,over,batter,batter_id,bowler,bowler_id,non_striker,non_striker_id,wides,noballs,legbyes,byes,player_out,player_out_id,fielders_name,fielders_id,wicket_type,runs_batter,runs_extras,runs_total,wicket
237242,2005/06,New Zealand,11,L Vincent,2764133a,DR Smith,35205dfc,PG Fulton,10a2a1ff,0,0,0,0,,,,,,1,0,1,0
238195,2005/06,South Africa,3,GC Smith,72861603,NW Bracken,4c61a0f9,LE Bosman,73e749e1,0,0,0,0,,,,,,0,0,0,0
255954,2006/07,South Africa,15,JJ van der Wath,6821ac10,S Sreesanth,6b8eb6e5,RJ Peterson,26ff4c29,0,0,0,0,,,,,,0,0,0,0
255954,2006/07,India,4,V Sehwag,8ba8195d,JJ van der Wath,6821ac10,D Mongia,99663fa5,0,0,0,0,,,,,,4,0,4,0
211028,2005,Australia,6,JN Gillespie,74234d66,SJ Harmison,c16d2e28,B Lee,dd09ff8e,0,1,0,0,,,,,,0,1,1,0
238195,2005/06,Australia,7,SM Katich,fdedb37c,JJ van der Wath,6821ac10,MJ Clarke,f842c2cf,0,0,0,0,,,,,,1,0,1,0
237242,2005/06,New Zealand,9,CL Cairns,0b130202,DJ Bravo,87e562a9,L Vincent,2764133a,0,0,0,0,,,,,,0,0,0,0
226374,2005/06,Australia,0,JR Hopes,2498e163,SM Pollock,88fccd6c,DR Martyn,69762509,0,0,0,0,,,,,,0,0,0,0
238195,2005/06,South Africa,18,GC Smith,72861603,ML Lewis,8b8745fd,JJ van der Wath,6821ac10,0,0,0,0,,,,,,1,0,1,0
225271,2006,England,1,AJ Strauss,b68d14a9,SL Malinga,a12e1d51,ME Trescothick,ea42ddb9,0,0,0,0,,,,,,0,0,0,0
211028,2005,England,17,AJ Strauss,b68d14a9,GD McGrath,ee7d0c82,PD Collingwood,a386e91b,0,0,0,0,,,,,,1,0,1,0
211028,2005,Australia,4,MEK Hussey,48fd7349,D Gough,fcbf5a30,RT Ponting,7d415ea5,0,0,0,0,,,,,,0,0,0,0
225271,2006,Sri Lanka,0,ST Jayasuriya,f233bbb4,TT Bresnan,58043739,WU Tharanga,7ed9fd56,0,0,0,0,,,,,,0,0,0,0
211028,2005,Australia,5,B Lee,dd09ff8e,J Lewis,6c75310b,DR Martyn,69762509,0,0,0,0,,,,,,0,0,0,0
211048,2004/05,Australia,10,RT Ponting,7d415ea5,AR Adams,525c3f54,SM Katich,fdedb37c,0,0,0,0,,,,,,0,0,0,0
226374,2005/06,Australia,15,DR Martyn,69762509,J Botha,7c503806,A Symonds,bd77eb62,0,0,0,0,,,,,,6,0,6,0
211028,2005,England,2,ME Trescothick,ea42ddb9,B Lee,dd09ff8e,GO Jones,2e929b99,0,0,0,0,,,,,,4,0,4,0
255954,2006/07,South Africa,11,JM Kemp,6581d753,SR Tendulkar,d2c2b2d5,JA Morkel,c3d35165,0,0,0,0,,,,,,1,0,1,0
225263,2006,Pakistan,10,Mohammad Yousuf,e237b28c,SI Mahmood,e97aefe2,Mohammad Hafeez,9ab63e7b,0,0,0,0,,,,,,0,0,0,0
211048,2004/05,New Zealand,17,SB Styris,57efa3be,GD McGrath,ee7d0c82,JW Wilson,91c984a1,0,0,0,0,,,,,,0,0,0,0
237242,2005/06,New Zealand,14,HJH Marshall,70542bef,CH Gayle,db584dad,PG Fulton,10a2a1ff,0,0,0,0,HJH Marshall,70542bef,IDR Bradshaw,a7489342,caught,0,0,0,1
237242,2005/06,New Zealand,9,SB Styris,57efa3be,DJ Bravo,87e562a9,L Vincent,2764133a,0,0,0,0,,,,,,4,0,4,0
238195,2005/06,Australia,10,SR Watson,4329fbb5,RJ Peterson,26ff4c29,MJ Clarke,f842c2cf,0,0,0,0,,,,,,1,0,1,0
211048,2004/05,New Zealand,11,HJH Marshall,70542bef,MS Kasprowicz,8d0ea930,SB Styris,57efa3be,0,0,0,0,,,,,,2,0,2,0
211028,2005,Australia,11,B Lee,dd09ff8e,A Flintoff,ddc0828d,MS Kasprowicz,8d0ea930,0,0,0,0,,,,,,0,0,0,0
238195,2005/06,South Africa,9,GC Smith,72861603,SR Watson,4329fbb5,HH Gibbs,e1d1b294,0,0,0,0,,,,,,1,0,1,0
211028,2005,Australia,2,AC Gilchrist,2b6e6dec,D Gough,fcbf5a30,ML Hayden,d8699ab7,0,0,1,0,,,,,,0,1,1,0
255954,2006/07,South Africa,17,RJ Peterson,26ff4c29,IK Pathan,5fa06777,JJ van der Wath,6821ac10,0,0,0,0,,,,,,0,0,0,0
238195,2005/06,Australia,14,GB Hogg,f708a0bc,RJ Peterson,26ff4c29,B Lee,dd09ff8e,0,0,0,0,,,,,,1,0,1,0
237242,2005/06,West Indies,7,DR Smith,35205dfc,SB Styris,57efa3be,D Ganga,d5f3b5e1,0,0,0,0,,,,,,1,0,1,0
211028,2005,England,10,KP Pietersen,39f01cdb,MJ Clarke,f842c2cf,ME Trescothick,ea42ddb9,0,0,0,0,KP Pietersen,39f01cdb,ML Hayden,d8699ab7,caught,0,0,0,1
238195,2005/06,South Africa,3,GC Smith,72861603,NW Bracken,4c61a0f9,LE Bosman,73e749e1,0,0,0,0,,,,,,4,0,4,0
211028,2005,Australia,0,AC Gilchrist,2b6e6dec,D Gough,fcbf5a30,ML Hayden,d8699ab7,0,0,0,0,,,,,,4,0,4,0
211048,2004/05,New Zealand,1,BB McCullum,b8a55852,GD McGrath,ee7d0c82,SP Fleming,eea6b7f1,0,0,0,0,,,,,,1,0,1,0
225271,2006,Sri Lanka,16,CK Kapugedera,cfad138c,SI Mahmood,e97aefe2,SL Malinga,a12e1d51,0,0,0,0,,,,,,2,0,2,0
211028,2005,England,9,KP Pietersen,39f01cdb,MS Kasprowicz,8d0ea930,ME Trescothick,ea42ddb9,0,0,0,0,,,,,,2,0,2,0
211048,2004/05,Australia,14,RT Ponting,7d415ea5,CL Cairns,0b130202,SM Katich,fdedb37c,0,0,0,0,,,,,,1,0,1,0
226374,2005/06,Australia,19,DR Martyn,69762509,M Zondeki,9b75e4f1,A Symonds,bd77eb62,0,0,0,0,DR Martyn,69762509,HH Gibbs,e1d1b294,caught,0,0,0,1
251487,2006/07,New Zealand,13,LRPL Taylor,b61a3e1a,ST Jayasuriya,f233bbb4,NJ Astle,99639abf,0,0,0,0,,,,,,3,0,3,0
211028,2005,England,5,ME Trescothick,ea42ddb9,MS Kasprowicz,8d0ea930,A Flintoff,ddc0828d,0,0,0,0,,,,,,1,0,1,0
255954,2006/07,India,10,D Mongia,99663fa5,T Henderson,0a4ebc61,MS Dhoni,4a8a2e3b,0,0,0,0,,,,,,0,0,0,0
211028,2005,England,15,PD Collingwood,a386e91b,A Symonds,bd77eb62,AJ Strauss,b68d14a9,0,0,0,0,,,,,,4,0,4,0
251487,2006/07,New Zealand,11,JEC Franklin,cf73ad76,ST Jayasuriya,f233bbb4,LRPL Taylor,b61a3e1a,0,0,0,0,JEC Franklin,cf73ad76,,,lbw,0,0,0,1
226374,2005/06,Australia,2,DR Martyn,69762509,SM Pollock,88fccd6c,JR Hopes,2498e163,0,0,0,0,,,,,,4,0,4,0
255954,2006/07,South Africa,8,JM Kemp,6581d753,IK Pathan,5fa06777,JA Morkel,c3d35165,0,0,0,0,,,,,,0,0,0,0
238195,2005/06,South Africa,19,GC Smith,72861603,NW Bracken,4c61a0f9,AB de Villiers,c4487b84,0,0,0,0,,,,,,4,0,4,0
211028,2005,Australia,2,ML Hayden,d8699ab7,D Gough,fcbf5a30,AC Gilchrist,2b6e6dec,0,0,0,0,,,,,,1,0,1,0
225263,2006,Pakistan,8,Mohammad Yousuf,e237b28c,JWM Dalrymple,1afdbdbf,Mohammad Hafeez,9ab63e7b,0,0,0,0,,,,,,0,0,0,0
225263,2006,Pakistan,10,Mohammad Hafeez,9ab63e7b,SI Mahmood,e97aefe2,Mohammad Yousuf,e237b28c,0,0,0,0,,,,,,0,0,0,0
211028,2005,Australia,13,GD McGrath,ee7d0c82,A Flintoff,ddc0828d,MS Kasprowicz,8d0ea930,0,0,0,0,,,,,,0,0,0,0
211048,2004/05,New Zealand,19,KD Mills,7fb32e5b,GD McGrath,ee7d0c82,DR Tuffey,43936951,0,0,0,0,KD Mills,7fb32e5b,MS Kasprowicz,8d0ea930,caught,0,0,0,1
225271,2006,England,13,ME Trescothick,ea42ddb9,ST Jayasuriya,f233bbb4,PD Collingwood,a386e91b,0,0,0,0,,,,,,4,0,4,0
251487,2006/07,Sri Lanka,1,ST Jayasuriya,f233bbb4,JEC Franklin,cf73ad76,WU Tharanga,7ed9fd56,0,0,0,0,,,,,,4,0,4,0
251487,2006/07,New Zealand,5,BB McCullum,b8a55852,CRD Fernando,342d8ade,SP Fleming,eea6b7f1,0,0,0,0,,,,,,1,0,1,0
211028,2005,Australia,6,B Lee,dd09ff8e,SJ Harmison,c16d2e28,JN Gillespie,74234d66,0,0,0,0,,,,,,0,0,0,0
238195,2005/06,Australia,3,RT Ponting,7d415ea5,AJ Hall,6b0c3a20,SM Katich,fdedb37c,0,0,0,0,,,,,,4,0,4,0
211048,2004/05,Australia,11,SM Katich,fdedb37c,JW Wilson,91c984a1,RT Ponting,7d415ea5,0,0,0,0,,,,,,4,0,4,0
226374,2005/06,Australia,14,A Symonds,bd77eb62,GJP Kruger,2957a836,DR Martyn,69762509,0,0,0,0,,,,,,1,0,1,0
211048,2004/05,Australia,3,A Symonds,bd77eb62,KD Mills,7fb32e5b,RT Ponting,7d415ea5,0,0,0,0,A Symonds,bd77eb62,BB McCullum,b8a55852,caught,0,0,0,1
211048,2004/05,New Zealand,18,SB Styris,57efa3be,B Lee,dd09ff8e,JW Wilson,91c984a1,0,0,0,0,SB Styris,57efa3be,,,bowled,0,0,0,1
211028,2005,Australia,2,AC Gilchrist,2b6e6dec,D Gough,fcbf5a30,ML Hayden,d8699ab7,0,0,0,0,,,,,,2,0,2,0
226374,2005/06,Australia,5,JR Hopes,2498e163,GJP Kruger,2957a836,DR Martyn,69762509,0,0,0,0,,,,,,1,0,1,0
211028,2005,Australia,14,GD McGrath,ee7d0c82,SJ Harmison,c16d2e28,MS Kasprowicz,8d0ea930,0,0,0,0,GD McGrath,ee7d0c82,,,bowled,0,0,0,1
225271,2006,England,4,AJ Strauss,b68d14a9,PDRL Perera,f6b5d11a,ME Trescothick,ea42ddb9,0,0,0,0,,,,,,4,0,4,0
211028,2005,England,13,ME Trescothick,ea42ddb9,A Symonds,bd77eb62,PD Collingwood,a386e91b,0,0,0,0,ME Trescothick,ea42ddb9,MEK Hussey,48fd7349,caught,0,0,0,1
211048,2004/05,Australia,6,RT Ponting,7d415ea5,CL Cairns,0b130202,SM Katich,fdedb37c,0,0,0,0,,,,,,1,0,1,0
251487,2006/07,Sri Lanka,0,ST Jayasuriya,f233bbb4,SE Bond,4f629497,WU Tharanga,7ed9fd56,0,0,0,0,,,,,,0,0,0,0
211048,2004/05,New Zealand,13,SB Styris,57efa3be,MJ Clarke,f842c2cf,AR Adams,525c3f54,0,0,0,0,,,,,,1,0,1,0
211028,2005,Australia,4,MEK Hussey,48fd7349,D Gough,fcbf5a30,RT Ponting,7d415ea5,0,0,0,0,,,,,,0,0,0,0
211028,2005,Australia,0,AC Gilchrist,2b6e6dec,D Gough,fcbf5a30,ML Hayden,d8699ab7,0,0,0,0,,,,,,0,0,0,0
226374,2005/06,Australia,17,A Symonds,bd77eb62,J Botha,7c503806,DR Martyn,69762509,0,0,0,0,,,,,,0,0,0,0
225263,2006,England,13,JWM Dalrymple,1afdbdbf,Shahid Afridi,0dc00542,ME Trescothick,ea42ddb9,0,0,0,0,,,,,,0,0,0,0
225271,2006,Sri Lanka,6,ST Jayasuriya,f233bbb4,SI Mahmood,e97aefe2,WU Tharanga,7ed9fd56,0,0,0,0,,,,,,1,0,1,0
226374,2005/06,South Africa,16,JA Rudolph,42537f07,JR Hopes,2498e163,J Botha,7c503806,0,0,0,0,,,,,,1,0,1,0
211028,2005,England,9,KP Pietersen,39f01cdb,MS Kasprowicz,8d0ea930,ME Trescothick,ea42ddb9,0,0,0,0,,,,,,1,0,1,0
225271,2006,Sri Lanka,11,RP Arnold,cccdde80,PD Collingwood,a386e91b,KC Sangakkara,6b71e6cf,0,0,0,0,,,,,,1,0,1,0
255954,2006/07,India,14,D Mongia,99663fa5,R Telemachus,543b4a1f,KD Karthik,c03f1114,0,0,0,0,,,,,,1,0,1,0
238195,2005/06,Australia,19,B Lee,dd09ff8e,M Ntini,20a941bb,NW Bracken,4c61a0f9,0,0,0,0,,,,,,6,0,6,0
211028,2005,Australia,6,B Lee,dd09ff8e,SJ Harmison,c16d2e28,JN Gillespie,74234d66,0,0,0,0,,,,,,1,0,1,0
211048,2004/05,New Zealand,8,CD McMillan,f5390243,JR Hopes,2498e163,SB Styris,57efa3be,0,0,0,0,,,,,,1,0,1,0
255954,2006/07,India,2,V Sehwag,8ba8195d,JJ van der Wath,6821ac10,SR Tendulkar,d2c2b2d5,0,0,0,0,,,,,,0,0,0,0
225263,2006,Pakistan,5,Shahid Afridi,0dc00542,SCJ Broad,eba6a852,Mohammad Hafeez,9ab63e7b,0,0,0,0,,,,,,4,0,4,0
237242,2005/06,New Zealand,7,L Vincent,2764133a,DJ Bravo,87e562a9,SB Styris,57efa3be,0,0,0,0,,,,,,1,0,1,0
255954,2006/07,South Africa,13,JJ van der Wath,6821ac10,S Sreesanth,6b8eb6e5,JA Morkel,c3d35165,0,0,1,0,,,,,,0,1,1,0
237242,2005/06,New Zealand,15,BB McCullum,b8a55852,DR Smith,35205dfc,PG Fulton,10a2a1ff,0,0,0,0,,,,,,0,0,0,0
255954,2006/07,South Africa,12,JJ van der Wath,6821ac10,IK Pathan,5fa06777,JA Morkel,c3d35165,0,0,0,0,,,,,,1,0,1,0
255954,2006/07,South Africa,6,GC Smith,72861603,Z Khan,91a4a398,JM Kemp,6581d753,0,0,0,0,,,,,,0,0,0,0
225271,2006,England,2,ME Trescothick,ea42ddb9,PDRL Perera,f6b5d11a,AJ Strauss,b68d14a9,0,0,0,0,,,,,,1,0,1,0
255954,2006/07,India,6,D Mongia,99663fa5,T Henderson,0a4ebc61,V Sehwag,8ba8195d,0,0,0,0,,,,,,0,0,0,0
211048,2004/05,Australia,10,SM Katich,fdedb37c,AR Adams,525c3f54,RT Ponting,7d415ea5,0,0,0,0,,,,,,1,0,1,0
211028,2005,Australia,2,AC Gilchrist,2b6e6dec,D Gough,fcbf5a30,ML Hayden,d8699ab7,0,1,0,0,,,,,,0,1,1,0
237242,2005/06,New Zealand,7,L Vincent,2764133a,DJ Bravo,87e562a9,SB Styris,57efa3be,0,0,0,0,,,,,,0,0,0,0
225271,2006,England,5,AJ Strauss,b68d14a9,CRD Fernando,342d8ade,ME Trescothick,ea42ddb9,0,0,0,0,,,,,,1,0,1,0
225271,2006,Sri Lanka,18,CK Kapugedera,cfad138c,SI Mahmood,e97aefe2,SL Malinga,a12e1d51,0,1,0,0,,,,,,1,1,2,0
237242,2005/06,West Indies,13,S Chanderpaul,881a9bdd,JS Patel,f5821615,WW Hinds,60beb01b,0,0,0,0,,,,,,2,0,2,0
211028,2005,England,15,PD Collingwood,a386e91b,A Symonds,bd77eb62,AJ Strauss,b68d14a9,0,0,0,0,,,,,,1,0,1,0
226374,2005/06,South Africa,1,GC Smith,72861603,ML Lewis,8b8745fd,HH Dippenaar,98ecf62a,0,0,0,0,,,,,,0,0,0,0
211028,2005,Australia,9,JN Gillespie,74234d66,A Flintoff,ddc0828d,B Lee,dd09ff8e,0,0,0,0,,,,,,4,0,4,0
226374,2005/06,Australia,6,DR Martyn,69762509,SM Pollock,88fccd6c,JR Hopes,2498e163,0,0,0,0,,,,,,1,0,1,0
211048,2004/05,Australia,1,A Symonds,bd77eb62,KD Mills,7fb32e5b,AC Gilchrist,2b6e6dec,0,0,0,0,,,,,,4,0,4,0
211028,2005,England,12,ME Trescothick,ea42ddb9,MJ Clarke,f842c2cf,PD Collingwood,a386e91b,0,0,0,0,,,,,,1,0,1,0
237242,2005/06,New Zealand,6,L Vincent,2764133a,DK Butler,671398e3,SB Styris,57efa3be,0,0,0,0,,,,,,4,0,4,0
211028,2005,England,0,GO Jones,2e929b99,B Lee,dd09ff8e,ME Trescothick,ea42ddb9,0,0,0,0,,,,,,0,0,0,0
225271,2006,Sri Lanka,4,WU Tharanga,7ed9fd56,SI Mahmood,e97aefe2,ST Jayasuriya,f233bbb4,0,0,0,0,,,,,,1,0,1,0
211048,2004/05,New Zealand,8,SB Styris,57efa3be,JR Hopes,2498e163,CD McMillan,f5390243,0,0,0,0,,,,,,1,0,1,0
251487,2006/07,New Zealand,4,SP Fleming,eea6b7f1,WPUJC Vaas,bcce309e,BB McCullum,b8a55852,0,0,0,0,,,,,,2,0,2,0
237242,2005/06,New Zealand,5,NJ Astle,99639abf,JE Taylor,4180d897,L Vincent,2764133a,0,0,0,0,NJ Astle,99639abf,S Chanderpaul,881a9bdd,caught,0,0,0,1
211048,2004/05,New Zealand,6,BB McCullum,b8a55852,JR Hopes,2498e163,SB Styris,57efa3be,0,0,0,0,,,,,,1,0,1,0
211028,2005,England,4,A Flintoff,ddc0828d,B Lee,dd09ff8e,ME Trescothick,ea42ddb9,0,0,0,0,,,,,,1,0,1,0
226374,2005/06,South Africa,1,HH Dippenaar,98ecf62a,ML Lewis,8b8745fd,GC Smith,72861603,0,0,0,0,,,,,,0,0,0,0
255954,2006/07,India,3,SR Tendulkar,d2c2b2d5,CK Langeveldt,d1c94b25,V Sehwag,8ba8195d,0,0,0,0,,,,,,4,0,4,0
255954,2006/07,India,3,SR Tendulkar,d2c2b2d5,CK Langeveldt,d1c94b25,V Sehwag,8ba8195d,0,0,0,0,,,,,,0,0,0,0
237242,2005/06,West Indies,0,CH Gayle,db584dad,JEC Franklin,cf73ad76,D Ganga,d5f3b5e1,0,0,0,0,,,,,,0,0,0,0
225263,2006,Pakistan,2,Shoaib Malik,64c34cd0,D Gough,fcbf5a30,Mohammad Hafeez,9ab63e7b,0,0,0,0,,,,,,3,0,3,0
255954,2006/07,South Africa,4,HH Gibbs,e1d1b294,Z Khan,91a4a398,GC Smith,72861603,0,0,0,0,,,,,,4,0,4,0
238195,2005/06,Australia,13,GB Hogg,f708a0bc,AJ Hall,6b0c3a20,B Lee,dd09ff8e,0,0,0,0,,,,,,0,0,0,0
251487,2006/07,New Zealand,19,AR Adams,525c3f54,WPUJC Vaas,bcce309e,SE Bond,4f629497,0,0,0,0,,,,,,1,0,1,0
211048,2004/05,New Zealand,18,SB Styris,57efa3be,B Lee,dd09ff8e,JW Wilson,91c984a1,0,0,0,0,,,,,,1,0,1,0
255954,2006/07,India,0,V Sehwag,8ba8195d,JJ van der Wath,6821ac10,SR Tendulkar,d2c2b2d5,0,0,0,0,,,,,,0,0,0,0
238195,2005/06,Australia,8,SM Katich,fdedb37c,R Telemachus,543b4a1f,MJ Clarke,f842c2cf,0,0,0,0,,,,,,4,0,4,0
238195,2005/06,Australia,12,GB Hogg,f708a0bc,RJ Peterson,26ff4c29,MJ Clarke,f842c2cf,0,0,0,0,,,,,,6,0,6,0
211028,2005,England,2,GO Jones,2e929b99,B Lee,dd09ff8e,ME Trescothick,ea42ddb9,0,0,0,0,,,,,,1,0,1,0
211028,2005,England,19,PD Collingwood,a386e91b,GD McGrath,ee7d0c82,J Lewis,6c75310b,0,0,0,0,PD Collingwood,a386e91b,RT Ponting,7d415ea5,caught,0,0,0,1
225263,2006,England,0,IR Bell,33155d1b,Shoaib Akhtar,10a91f35,ME Trescothick,ea42ddb9,0,0,0,0,,,,,,0,0,0,0
225263,2006,England,3,IR Bell,33155d1b,Mohammad Asif,e03b66ec,ME Trescothick,ea42ddb9,0,0,0,0,,,,,,1,0,1,0
255954,2006/07,India,12,D Mongia,99663fa5,T Henderson,0a4ebc61,KD Karthik,c03f1114,0,0,0,0,,,,,,0,0,0,0
211048,2004/05,Australia,14,SM Katich,fdedb37c,CL Cairns,0b130202,RT Ponting,7d415ea5,0,0,0,0,,,,,,2,0,2,0
251487,2006/07,New Zealand,10,LRPL Taylor,b61a3e1a,M Muralitharan,4ba44e19,JEC Franklin,cf73ad76,0,0,0,0,,,,,,0,0,0,0
255954,2006/07,India,11,KD Karthik,c03f1114,CK Langeveldt,d1c94b25,D Mongia,99663fa5,0,0,1,0,,,,,,0,1,1,0
225271,2006,Sri Lanka,14,MF Maharoof,ab89348d,SJ Harmison,c16d2e28,CK Kapugedera,cfad138c,0,0,0,0,,,,,,0,0,0,0
251487,2006/07,New Zealand,8,JEC Franklin,cf73ad76,M Muralitharan,4ba44e19,LRPL Taylor,b61a3e1a,1,0,0,0,,,,,,0,1,1,0
225263,2006,England,7,PD Collingwood,a386e91b,Mohammad Asif,e03b66ec,ME Trescothick,ea42ddb9,0,0,0,0,,,,,,0,0,0,0
238195,2005/06,South Africa,13,HH Gibbs,e1d1b294,GB Hogg,f708a0bc,GC Smith,72861603,0,0,0,0,,,,,,1,0,1,0
237242,2005/06,West Indies,6,D Ganga,d5f3b5e1,JEC Franklin,cf73ad76,RS Morton,2f8a9682,0,0,0,0,,,,,,0,0,0,0
225271,2006,Sri Lanka,10,KC Sangakkara,6b71e6cf,JWM Dalrymple,1afdbdbf,RP Arnold,cccdde80,0,0,0,0,,,,,,4,0,4,0
255954,2006/07,South Africa,14,JJ van der Wath,6821ac10,Harbhajan Singh,8b5b6769,JA Morkel,c3d35165,0,0,0,0,,,,,,1,0,1,0
